origin_date,horizon,target,location,output_type,output_type_id,value,age_group
2025-02-02,1,inc hosp,US,quantile,0.01,1200.8640662828284,0-130
2025-02-02,1,inc hosp,US,quantile,0.025,1709.6644999506102,0-130
2025-02-02,1,inc hosp,US,quantile,0.05,2147.0180920578746,0-130
2025-02-02,1,inc hosp,US,quantile,0.1,2652.7107290018184,0-130
2025-02-02,1,inc hosp,US,quantile,0.15,2995.9417820785848,0-130
2025-02-02,1,inc hosp,US,quantile,0.2,3274.48797297036,0-130
2025-02-02,1,inc hosp,US,quantile,0.25,3522.209389135227,0-130
2025-02-02,1,inc hosp,US,quantile,0.3,3755.8571608084467,0-130
2025-02-02,1,inc hosp,US,quantile,0.35,3986.093152079174,0-130
2025-02-02,1,inc hosp,US,quantile,0.4,4221.278464238456,0-130
2025-02-02,1,inc hosp,US,quantile,0.45,4469.272378330994,0-130
2025-02-02,1,inc hosp,US,quantile,0.5,4739.200527174138,0-130
2025-02-02,1,inc hosp,US,quantile,0.55,5041.08269189853,0-130
2025-02-02,1,inc hosp,US,quantile,0.6,5389.6629902192235,0-130
2025-02-02,1,inc hosp,US,quantile,0.65,5806.11379835889,0-130
2025-02-02,1,inc hosp,US,quantile,0.7,6323.246669388516,0-130
2025-02-02,1,inc hosp,US,quantile,0.75,7033.17156259096,0-130
2025-02-02,1,inc hosp,US,quantile,0.8,8286.028689986751,0-130
2025-02-02,1,inc hosp,US,quantile,0.85,15206.751720154167,0-130
2025-02-02,1,inc hosp,US,quantile,0.9,16718.230893916054,0-130
2025-02-02,1,inc hosp,US,quantile,0.95,17302.257712995714,0-130
2025-02-02,1,inc hosp,US,quantile,0.975,18001.223683977805,0-130
2025-02-02,1,inc hosp,US,quantile,0.99,19276.042737739375,0-130
2025-02-02,2,inc hosp,US,quantile,0.01,789.2581924896135,0-130
2025-02-02,2,inc hosp,US,quantile,0.025,1232.9809267244784,0-130
2025-02-02,2,inc hosp,US,quantile,0.05,1650.3485575315142,0-130
2025-02-02,2,inc hosp,US,quantile,0.1,2134.129929018818,0-130
2025-02-02,2,inc hosp,US,quantile,0.15,2456.1634787420753,0-130
2025-02-02,2,inc hosp,US,quantile,0.2,2715.4484485870785,0-130
2025-02-02,2,inc hosp,US,quantile,0.25,2947.951843949745,0-130
2025-02-02,2,inc hosp,US,quantile,0.3,3171.4899128292627,0-130
2025-02-02,2,inc hosp,US,quantile,0.35,3398.0120740157445,0-130
2025-02-02,2,inc hosp,US,quantile,0.4,3637.4587677470718,0-130
2025-02-02,2,inc hosp,US,quantile,0.45,3899.7940139050916,0-130
2025-02-02,2,inc hosp,US,quantile,0.5,4197.538060887781,0-130
2025-02-02,2,inc hosp,US,quantile,0.55,4544.366478079233,0-130
2025-02-02,2,inc hosp,US,quantile,0.6,4962.187633748434,0-130
