origin_date,horizon,target,location,output_type,output_type_id,value,age_group
2025-03-23,1,inc hosp,US,quantile,0.01,300.0,0-130
2025-03-23,1,inc hosp,US,quantile,0.025,300.0,0-130
2025-03-23,1,inc hosp,US,quantile,0.05,300.0,0-130
2025-03-23,1,inc hosp,US,quantile,0.1,300.0,0-130
2025-03-23,1,inc hosp,US,quantile,0.15,305.60719641261693,0-130
2025-03-23,1,inc hosp,US,quantile,0.2,533.792707580519,0-130
2025-03-23,1,inc hosp,US,quantile,0.25,689.7110718830596,0-130
2025-03-23,1,inc hosp,US,quantile,0.3,829.5937538071322,0-130
2025-03-23,1,inc hosp,US,quantile,0.35,986.415003525333,0-130
2025-03-23,1,inc hosp,US,quantile,0.4,1176.1606813583126,0-130
2025-03-23,1,inc hosp,US,quantile,0.45,1369.7814310721449,0-130
2025-03-23,1,inc hosp,US,quantile,0.5,1574.2190967844938,0-130
2025-03-23,1,inc hosp,US,quantile,0.55,1788.7959188008786,0-130
2025-03-23,1,inc hosp,US,quantile,0.6,2016.0000293341736,0-130
2025-03-23,1,inc hosp,US,quantile,0.65,2277.277977500151,0-130
2025-03-23,1,inc hosp,US,quantile,0.7,2538.612952705338,0-130
2025-03-23,1,inc hosp,US,quantile,0.75,2800.008005390435,0-130
2025-03-23,1,inc hosp,US,quantile,0.8,3072.5719756023987,0-130
2025-03-23,1,inc hosp,US,quantile,0.85,3381.8809101001593,0-130
2025-03-23,1,inc hosp,US,quantile,0.9,3818.2457601502106,0-130
2025-03-23,1,inc hosp,US,quantile,0.95,4942.498137871163,0-130
2025-03-23,1,inc hosp,US,quantile,0.975,7527.381119421087,0-130
2025-03-23,1,inc hosp,US,quantile,0.99,14498.74333980032,0-130
2025-03-23,2,inc hosp,US,quantile,0.01,300.0,0-130
2025-03-23,2,inc hosp,US,quantile,0.025,300.0,0-130
2025-03-23,2,inc hosp,US,quantile,0.05,300.0,0-130
2025-03-23,2,inc hosp,US,quantile,0.1,300.0,0-130
