origin_date,horizon,target,location,output_type,output_type_id,value,age_group
2024-12-29,1,inc hosp,US,quantile,0.01,3463.722643340078,0-130
2024-12-29,1,inc hosp,US,quantile,0.025,4638.101997975836,0-130
2024-12-29,1,inc hosp,US,quantile,0.05,5423.8425355126765,0-130
2024-12-29,1,inc hosp,US,quantile,0.1,6263.671822945433,0-130
2024-12-29,1,inc hosp,US,quantile,0.15,6818.745548896268,0-130
2024-12-29,1,inc hosp,US,quantile,0.2,7260.139168147306,0-130
2024-12-29,1,inc hosp,US,quantile,0.25,7640.816713561301,0-130
2024-12-29,1,inc hosp,US,quantile,0.3,7987.827422483224,0-130
2024-12-29,1,inc hosp,US,quantile,0.35,8314.942648208962,0-130
2024-12-29,1,inc hosp,US,quantile,0.4,8631.403729832587,0-130
2024-12-29,1,inc hosp,US,quantile,0.45,8944.704147615483,0-130
2024-12-29,1,inc hosp,US,quantile,0.5,9261.02115384509,0-130
2024-12-29,1,inc hosp,US,quantile,0.55,9587.401993858464,0-130
2024-12-29,1,inc hosp,US,quantile,0.6,9930.233468712993,0-130
2024-12-29,1,inc hosp,US,quantile,0.65,10298.637519785243,0-130
2024-12-29,1,inc hosp,US,quantile,0.7,10707.848182015734,0-130
2024-12-29,1,inc hosp,US,quantile,0.75,11175.354901334678,0-130
2024-12-29,1,inc hosp,US,quantile,0.8,11734.224975259265,0-130
2024-12-29,1,inc hosp,US,quantile,0.85,12452.800679279748,0-130
2024-12-29,1,inc hosp,US,quantile,0.9,13478.215935761305,0-130
2024-12-29,1,inc hosp,US,quantile,0.95,15359.77914185359,0-130
2024-12-29,1,inc hosp,US,quantile,0.975,17500.09658483859,0-130
2024-12-29,1,inc hosp,US,quantile,0.99,20922.02428178486,0-130
2024-12-29,2,inc hosp,US,quantile,0.01,2863.839768008702,0-130
2024-12-29,2,inc hosp,US,quantile,0.025,3856.2827744565584,0-130
2024-12-29,2,inc hosp,US,quantile,0.05,4550.451546468709,0-130
2024-12-29,2,inc hosp,US,quantile,0.1,5306.201958180885,0-130
2024-12-29,2,inc hosp,US,quantile,0.15,5809.742041704254,0-130
2024-12-29,2,inc hosp,US,quantile,0.2,6212.353564837746,0-130
2024-12-29,2,inc hosp,US,quantile,0.25,6561.340103148568,0-130
2024-12-29,2,inc hosp,US,quantile,0.3,6880.338243549815,0-130
2024-12-29,2,inc hosp,US,quantile,0.35,7182.04352747468,0-130
2024-12-29,2,inc hosp,US,quantile,0.4,7475.067794531528,0-130
2024-12-29,2,inc hosp,US,quantile,0.45,7766.445411647837,0-130
2024-12-29,2,inc hosp,US,quantile,0.5,8062.190251020624,0-130
2024-12-29,2,inc hosp,US,quantile,0.55,8368.80117271597,0-130
2024-12-29,2,inc hosp,US,quantile,0.6,8692.985042271288,0-130
2024-12-29,2,inc hosp,US,quantile,0.65,9043.930110834051,0-130
2024-12-29,2,inc hosp,US,quantile,0.7,9435.79319714855,0-130
2024-12-29,2,inc hosp,US,quantile,0.75,9886.810234243849,0-130
2024-12-29,2,inc hosp,US,quantile,0.8,10431.01069097625,0-130
2024-12-29,2,inc hosp,US,quantile,0.85,11134.65176334257,0-130
2024-12-29,2,inc hosp,US,quantile,0.9,12149.972342041088,0-130
2024-12-29,2,inc hosp,US,quantile,0.95,14032.907609885522,0-130
2024-12-29,2,inc hosp,US,quantile,0.975,16197.312058901834,0-130
2024-12-29,2,inc hosp,US,quantile,0.99,19707.70397155647,0-130
2024-12-29,3,inc hosp,US,quantile,0.01,2263.956892677326,0-130
2024-12-29,3,inc hosp,US,quantile,0.025,3074.4635509372806,0-130
2024-12-29,3,inc hosp,US,quantile,0.05,3677.0605574247415,0-130
2024-12-29,3,inc hosp,US,quantile,0.1,4348.732093416337,0-130
2024-12-29,3,inc hosp,US,quantile,0.15,4800.73853451224,0-130
2024-12-29,3,inc hosp,US,quantile,0.2,5164.567961528184,0-130
2024-12-29,3,inc hosp,US,quantile,0.25,5481.863492735836,0-130
2024-12-29,3,inc hosp,US,quantile,0.3,5772.849064616406,0-130
2024-12-29,3,inc hosp,US,quantile,0.35,6049.144406740398,0-130
2024-12-29,3,inc hosp,US,quantile,0.4,6318.731859230469,0-130
2024-12-29,3,inc hosp,US,quantile,0.45,6588.186675680192,0-130
2024-12-29,3,inc hosp,US,quantile,0.5,6863.359348196159,0-130
2024-12-29,3,inc hosp,US,quantile,0.55,7150.200351573477,0-130
2024-12-29,3,inc hosp,US,quantile,0.6,7455.736615829581,0-130
2024-12-29,3,inc hosp,US,quantile,0.65,7789.222701882862,0-130
2024-12-29,3,inc hosp,US,quantile,0.7,8163.738212281368,0-130
2024-12-29,3,inc hosp,US,quantile,0.75,8598.26556715302,0-130
2024-12-29,3,inc hosp,US,quantile,0.8,9127.796406693235,0-130
2024-12-29,3,inc hosp,US,quantile,0.85,9816.502847405392,0-130
2024-12-29,3,inc hosp,US,quantile,0.9,10821.72874832087,0-130
2024-12-29,3,inc hosp,US,quantile,0.95,12706.036077917452,0-130
2024-12-29,3,inc hosp,US,quantile,0.975,14894.52753296508,0-130
2024-12-29,3,inc hosp,US,quantile,0.99,18493.383661328084,0-130
2024-12-29,4,inc hosp,US,quantile,0.01,2263.956892677326,0-130
2024-12-29,4,inc hosp,US,quantile,0.025,3074.4635509372806,0-130
2024-12-29,4,inc hosp,US,quantile,0.05,3677.0605574247415,0-130
2024-12-29,4,inc hosp,US,quantile,0.1,4348.732093416337,0-130
2024-12-29,4,inc hosp,US,quantile,0.15,4800.73853451224,0-130
2024-12-29,4,inc hosp,US,quantile,0.2,5164.567961528184,0-130
2024-12-29,4,inc hosp,US,quantile,0.25,5481.863492735836,0-130
2024-12-29,4,inc hosp,US,quantile,0.3,5772.849064616406,0-130
2024-12-29,4,inc hosp,US,quantile,0.35,6049.144406740398,0-130
2024-12-29,4,inc hosp,US,quantile,0.4,6318.731859230469,0-130
2024-12-29,4,inc hosp,US,quantile,0.45,6588.186675680192,0-130
2024-12-29,4,inc hosp,US,quantile,0.5,6863.359348196159,0-130
2024-12-29,4,inc hosp,US,quantile,0.55,7150.200351573477,0-130
2024-12-29,4,inc hosp,US,quantile,0.6,7455.736615829581,0-130
2024-12-29,4,inc hosp,US,quantile,0.65,7789.222701882862,0-130
2024-12-29,4,inc hosp,US,quantile,0.7,8163.738212281368,0-130
2024-12-29,4,inc hosp,US,quantile,0.75,8598.26556715302,0-130
2024-12-29,4,inc hosp,US,quantile,0.8,9127.796406693235,0-130
2024-12-29,4,inc hosp,US,quantile,0.85,9816.502847405392,0-130
2024-12-29,4,inc hosp,US,quantile,0.9,10821.72874832087,0-130
2024-12-29,4,inc hosp,US,quantile,0.95,12706.036077917452,0-130
2024-12-29,4,inc hosp,US,quantile,0.975,14894.52753296508,0-130
2024-12-29,4,inc hosp,US,quantile,0.99,18493.383661328084,0-130
