origin_date,horizon,target,location,output_type,output_type_id,value,age_group
2025-04-06,1,inc hosp,US,quantile,0.01,300.0,0-130
2025-04-06,1,inc hosp,US,quantile,0.025,300.0,0-130
2025-04-06,1,inc hosp,US,quantile,0.05,300.0,0-130
2025-04-06,1,inc hosp,US,quantile,0.1,300.0,0-130
2025-04-06,1,inc hosp,US,quantile,0.15,362.8716455738493,0-130
2025-04-06,1,inc hosp,US,quantile,0.2,507.87061721294043,0-130
2025-04-06,1,inc hosp,US,quantile,0.25,660.0116309645533,0-130
2025-04-06,1,inc hosp,US,quantile,0.3,800.0069855046402,0-130
2025-04-06,1,inc hosp,US,quantile,0.35,938.6496708508125,0-130
2025-04-06,1,inc hosp,US,quantile,0.4,1076.1239399431379,0-130
2025-04-06,1,inc hosp,US,quantile,0.45,1214.8346711295503,0-130
2025-04-06,1,inc hosp,US,quantile,0.5,1358.1966002823979,0-130
2025-04-06,1,inc hosp,US,quantile,0.55,1507.2521909092727,0-130
2025-04-06,1,inc hosp,US,quantile,0.6,1670.827082205285,0-130
2025-04-06,1,inc hosp,US,quantile,0.65,1860.1166534138165,0-130
2025-04-06,1,inc hosp,US,quantile,0.7,2091.2582173257333,0-130
2025-04-06,1,inc hosp,US,quantile,0.75,2387.1591600561846,0-130
2025-04-06,1,inc hosp,US,quantile,0.8,2844.6321072908668,0-130
2025-04-06,1,inc hosp,US,quantile,0.85,3529.2633415031573,0-130
2025-04-06,1,inc hosp,US,quantile,0.9,4543.435740167058,0-130
2025-04-06,1,inc hosp,US,quantile,0.95,6472.499024079228,0-130
2025-04-06,1,inc hosp,US,quantile,0.975,9786.948996899224,0-130
2025-04-06,1,inc hosp,US,quantile,0.99,16652.68163626001,0-130
2025-04-06,2,inc hosp,US,quantile,0.01,250.0,0-130
2025-04-06,2,inc hosp,US,quantile,0.025,250.0,0-130
2025-04-06,2,inc hosp,US,quantile,0.05,250.0,0-130
2025-04-06,2,inc hosp,US,quantile,0.1,250.0,0-130
2025-04-06,2,inc hosp,US,quantile,0.15,299.93243655009826,0-130
2025-04-06,2,inc hosp,US,quantile,0.2,394.340247649659,0-130
2025-04-06,2,inc hosp,US,quantile,0.25,491.35107744997254,0-130
2025-04-06,2,inc hosp,US,quantile,0.3,582.486469805585,0-130
2025-04-06,2,inc hosp,US,quantile,0.35,674.0789358393287,0-130
2025-04-06,2,inc hosp,US,quantile,0.4,766.5441559552149,0-130
2025-04-06,2,inc hosp,US,quantile,0.45,861.2575731261047,0-130
2025-04-06,2,inc hosp,US,quantile,0.5,960.2107075598124,0-130
2025-04-06,2,inc hosp,US,quantile,0.55,1064.6074938502713,0-130
2025-04-06,2,inc hosp,US,quantile,0.6,1179.409163030109,0-130
2025-04-06,2,inc hosp,US,quantile,0.65,1307.9564821517654,0-130
2025-04-06,2,inc hosp,US,quantile,0.7,1463.1479933251128,0-130
2025-04-06,2,inc hosp,US,quantile,0.75,1658.6799980624694,0-130
2025-04-06,2,inc hosp,US,quantile,0.8,1967.1712312929787,0-130
2025-04-06,2,inc hosp,US,quantile,0.85,2439.434072587203,0-130
2025-04-06,2,inc hosp,US,quantile,0.9,3195.293648254553,0-130
2025-04-06,2,inc hosp,US,quantile,0.95,4893.621086371115,0-130
2025-04-06,2,inc hosp,US,quantile,0.975,8260.087402047879,0-130
2025-04-06,2,inc hosp,US,quantile,0.99,15685.4964287078,0-130
2025-04-06,3,inc hosp,US,quantile,0.01,200.0,0-130
2025-04-06,3,inc hosp,US,quantile,0.025,200.0,0-130
2025-04-06,3,inc hosp,US,quantile,0.05,200.0,0-130
2025-04-06,3,inc hosp,US,quantile,0.1,200.0,0-130
2025-04-06,3,inc hosp,US,quantile,0.15,236.9932275263472,0-130
2025-04-06,3,inc hosp,US,quantile,0.2,280.8098780863775,0-130
2025-04-06,3,inc hosp,US,quantile,0.25,322.6905239353918,0-130
2025-04-06,3,inc hosp,US,quantile,0.3,364.96595410652975,0-130
2025-04-06,3,inc hosp,US,quantile,0.35,409.5082008278448,0-130
2025-04-06,3,inc hosp,US,quantile,0.4,456.9643719672919,0-130
2025-04-06,3,inc hosp,US,quantile,0.45,507.680475122659,0-130
2025-04-06,3,inc hosp,US,quantile,0.5,562.2248148372269,0-130
2025-04-06,3,inc hosp,US,quantile,0.55,621.96279679127,0-130
2025-04-06,3,inc hosp,US,quantile,0.6,687.9912438549334,0-130
2025-04-06,3,inc hosp,US,quantile,0.65,755.7963108897142,0-130
